tick,action,target_r,target_c,agent_r,agent_c,reason,chosen_cost,runner_up,margin,entropy,peak_r,peak_c,peak_belief,peak_evidence_ratio,case,agent,policy,seed,committed,findable,attribution,true_r,true_c,shadow_peak_r,shadow_peak_c
45,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.69, peak traceability 74.84",1.75,retreat,0.35,0.6891,1,14,0.106675,74.8406,5,belief,A_uniform,345867229,0,0,,5,15,2,9
46,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.69, peak traceability 75.07",1.775,retreat,0.35,0.693,1,14,0.104375,75.0717,5,belief,A_uniform,345867229,0,0,,6,15,2,9
47,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.70, peak traceability 75.23",1.8,retreat,0.35,0.6968,1,14,0.102139,75.232,5,belief,A_uniform,345867229,0,0,,6,16,2,9
48,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.70, peak traceability 75.35",1.825,retreat,0.35,0.7005,1,14,0.1,75.3533,5,belief,A_uniform,345867229,0,0,,7,16,2,9
49,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.70, peak traceability 75.45",1.85,retreat,0.35,0.7041,1,14,0.097967,75.4509,5,belief,A_uniform,345867229,0,0,,8,16,2,9
50,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.71, peak traceability 75.53",1.875,retreat,0.35,0.7075,1,14,0.09604,75.5337,5,belief,A_uniform,345867229,0,0,,8,17,2,9
51,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.71, peak traceability 75.61",1.9,retreat,0.35,0.7107,1,14,0.094216,75.6077,5,belief,A_uniform,345867229,0,0,,8,18,2,9
52,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.71, peak traceability 75.68",1.925,retreat,0.35,0.7138,1,14,0.092491,75.6769,5,belief,A_uniform,345867229,0,0,,9,18,2,9
53,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.72, peak traceability 75.74",1.95,retreat,0.35,0.7167,1,14,0.090859,75.7444,5,belief,A_uniform,345867229,0,0,,10,18,2,9
54,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.72, peak traceability 75.81",1.975,retreat,0.35,0.7195,1,14,0.089316,75.8123,5,belief,A_uniform,345867229,0,0,,10,17,2,9
55,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.72, peak traceability 75.88",2.0,retreat,0.35,0.7221,1,14,0.087855,75.8824,5,belief,A_uniform,345867229,0,0,,10,18,2,9
56,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.72, peak traceability 75.96",2.025,retreat,0.35,0.7246,1,14,0.086472,75.9559,5,belief,A_uniform,345867229,0,0,,10,17,2,9
57,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.73, peak traceability 76.03",2.05,retreat,0.35,0.727,1,14,0.085161,76.034,5,belief,A_uniform,345867229,0,0,,10,16,2,9
58,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.73, peak traceability 88.71",1.0,retreat,0.35,0.7267,10,15,0.099594,88.711,5,belief,A_uniform,345867229,0,1,,10,15,4,9
59,call_reinforcements,10,15,10,8,"following the evidence: peak (10, 15) at 0.280, traceability 251.83",-10.3599,hold_position,11.3599,0.5473,10,15,0.280094,251.8287,5,belief,A_uniform,345867229,1,1,0.4893,10,14,5,9
60,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.43, peak traceability 248.30",1.0,retreat,0.35,0.4315,10,15,0.273743,248.2959,5,belief,A_uniform,345867229,0,1,,9,14,5,9
61,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.61, peak traceability 141.41",1.025,retreat,0.35,0.6147,10,15,0.154603,141.407,5,belief,A_uniform,345867229,0,0,,8,14,5,9
62,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.49, peak traceability 186.97",1.0,retreat,0.35,0.4894,10,15,0.202804,186.9744,5,belief,A_uniform,345867229,0,1,,8,13,6,9
63,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.49, peak traceability 4381.38",1.0,retreat,0.35,0.494,10,14,0.175342,4381.376,5,belief,A_uniform,345867229,0,1,,8,12,6,9
64,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.51, peak traceability 4312.34",1.0,retreat,0.35,0.5135,10,14,0.171268,4312.3421,5,belief,A_uniform,345867229,0,1,,8,11,6,9
65,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.53, peak traceability 4077.98",1.0,retreat,0.35,0.5319,10,14,0.16078,4077.9774,5,belief,A_uniform,345867229,0,1,,8,10,6,9
66,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.55, peak traceability 3800.37",1.0,retreat,0.35,0.5479,10,14,0.148788,3800.3728,5,belief,A_uniform,345867229,0,1,,7,10,6,9
67,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.56, peak traceability 3523.62",1.0,retreat,0.35,0.5618,10,14,0.137024,3523.6214,5,belief,A_uniform,345867229,0,1,,6,10,6,9
68,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.57, peak traceability 3263.57",1.0,retreat,0.35,0.5739,10,14,0.126088,3263.5668,5,belief,A_uniform,345867229,0,1,,5,10,6,9
69,hold_position,,,10,8,"too little to go on to commit: uncertainty 0.53, peak traceability 460352.46",1.0,search,0.2018,0.5337,5,9,0.141804,460352.4582,5,belief,A_uniform,345867229,0,0,,4,10,5,9
70,search,4,7,10,8,"following the evidence: peak (4, 10) at 0.116, traceability 4025.49",-7.6456,search,0.0007,0.5769,4,10,0.116097,4025.487,5,belief,A_uniform,345867229,1,1,3.2661,4,9,5,9
71,hold_position,,,9,8,"too little to go on to commit: uncertainty 0.54, peak traceability 7883.53",1.0,retreat,0.35,0.5387,4,10,0.127692,7883.5323,5,belief,A_uniform,345867229,0,1,,5,9,5,9
72,hold_position,,,9,8,"too little to go on to commit: uncertainty 0.55, peak traceability 98916.31",1.0,retreat,0.35,0.5471,4,9,0.119364,98916.3148,5,belief,A_uniform,345867229,0,1,,6,9,5,9
73,hold_position,,,9,8,"too little to go on to commit: uncertainty 0.56, peak traceability 126911.82",1.0,retreat,0.35,0.5564,4,9,0.118292,126911.8239,5,belief,A_uniform,345867229,0,1,,7,9,5,9
74,hold_position,,,9,8,"too little to go on to commit: uncertainty 0.56, peak traceability 131416.76",1.0,retreat,0.35,0.5649,4,9,0.112578,131416.7639,5,belief,A_uniform,345867229,0,1,,8,9,5,9
75,hold_position,,,9,8,"too little to go on to commit: uncertainty 0.57, peak traceability 128675.46",1.0,retreat,0.35,0.5725,4,9,0.106163,128675.46,5,belief,A_uniform,345867229,0,1,,9,9,5,9
76,hold_position,,,9,8,"too little to go on to commit: uncertainty 0.58, peak traceability 123777.34",1.0,retreat,0.35,0.5794,4,9,0.100059,123777.3382,5,belief,A_uniform,345867229,0,1,,10,9,5,9
77,hold_position,,,9,8,"too little to go on to commit: uncertainty 0.59, peak traceability 4342875.93",1.0,retreat,0.35,0.5856,5,9,0.097089,4342875.9325,5,belief,A_uniform,345867229,0,1,,10,10,6,9
78,hold_position,,,9,8,"too little to go on to commit: uncertainty 0.59, peak traceability 4336106.79",1.0,retreat,0.35,0.5913,5,9,0.095655,4336106.7913,5,belief,A_uniform,345867229,0,1,,10,11,6,9
79,hold_position,,,9,8,"too little to go on to commit: uncertainty 0.60, peak traceability 4291827.64",1.0,retreat,0.35,0.5965,5,9,0.093919,4291827.6367,5,belief,A_uniform,345867229,0,1,,10,12,6,9
0,search,6,4,11,3,"following the evidence: peak (6, 4) at 0.105, traceability 21.19",-33.4146,search,3.6832,0.595,6,4,0.105401,21.1856,0,belief,B_poi_weighted,7279928,1,1,21.1856,7,4,6,4
1,search,6,4,10,3,"following the evidence: peak (6, 4) at 0.109, traceability 16.61",-33.5126,search,7.8127,0.5986,6,4,0.109202,16.6079,0,belief,B_poi_weighted,7279928,1,1,18.1372,8,4,6,4
2,call_reinforcements,6,4,10,2,"following the evidence: peak (6, 4) at 0.291, traceability 120.90",-11.2175,hold_position,12.2175,0.42,6,4,0.29146,120.9048,0,belief,B_poi_weighted,7279928,1,1,35.1182,8,3,6,4
3,hold_position,,,10,2,"too little to go on to commit: uncertainty 0.41, peak traceability 150.46",1.0,retreat,0.35,0.4108,6,4,0.246651,150.46,0,belief,B_poi_weighted,7279928,0,1,,8,2,6,4
4,hold_position,,,10,2,"too little to go on to commit: uncertainty 0.43, peak traceability 151.02",1.0,retreat,0.35,0.427,6,4,0.211281,151.0203,0,belief,B_poi_weighted,7279928,0,1,,9,2,6,4
0,search,5,4,2,3,"following the evidence: peak (7, 6) at 0.064, traceability 12.91",-17.0734,search,0.4701,0.8546,7,6,0.064244,12.913,1,belief,B_poi_weighted,972299651,1,0,2.8743,6,6,7,6
1,call_reinforcements,7,6,3,3,"following the evidence: peak (7, 6) at 0.275, traceability 86.64",-9.8775,hold_position,10.8775,0.4745,7,6,0.2752,86.6362,1,belief,B_poi_weighted,972299651,1,1,34.7226,6,5,7,6
2,hold_position,,,3,3,"too little to go on to commit: uncertainty 0.70, peak traceability 69.65",1.025,retreat,0.35,0.6955,7,6,0.132298,69.6512,1,belief,B_poi_weighted,972299651,0,1,,6,4,7,5
3,hold_position,,,3,3,"too little to go on to commit: uncertainty 0.43, peak traceability 245.51",1.0,retreat,0.35,0.4312,7,6,0.276118,245.5122,1,belief,B_poi_weighted,972299651,0,1,,5,4,7,5
4,hold_position,,,3,3,"too little to go on to commit: uncertainty 0.43, peak traceability 329.28",1.0,retreat,0.35,0.4288,7,6,0.219443,329.2835,1,belief,B_poi_weighted,972299651,0,1,,4,4,7,5
5,hold_position,,,3,3,"too little to go on to commit: uncertainty 0.45, peak traceability 498.33",1.0,retreat,0.35,0.4456,7,5,0.237628,498.3331,1,belief,B_poi_weighted,972299651,0,1,,4,5,7,5
6,hold_position,,,3,3,"too little to go on to commit: uncertainty 0.47, peak traceability 562.47",1.0,retreat,0.35,0.4651,7,5,0.236821,562.4714,1,belief,B_poi_weighted,972299651,0,1,,4,6,7,5
7,hold_position,,,3,3,"too little to go on to commit: uncertainty 0.54, peak traceability 499.05",1.025,retreat,0.35,0.5377,7,5,0.189617,499.0451,1,belief,B_poi_weighted,972299651,0,1,,4,7,7,5
8,hold_position,,,3,3,"too little to go on to commit: uncertainty 0.47, peak traceability 2193.99",1.0,retreat,0.35,0.4688,7,6,0.197155,2193.9895,1,belief,B_poi_weighted,972299651,0,1,,4,6,7,5
9,hold_position,,,3,3,"too little to go on to commit: uncertainty 0.48, peak traceability 604.47",1.0,retreat,0.35,0.4844,7,5,0.196141,604.4721,1,belief,B_poi_weighted,972299651,0,1,,4,7,7,5
10,hold_position,,,3,3,"too little to go on to commit: uncertainty 0.50, peak traceability 648.99",1.0,retreat,0.35,0.5038,7,5,0.197943,648.995,1,belief,B_poi_weighted,972299651,0,1,,4,8,7,5
11,hold_position,,,3,3,"too little to go on to commit: uncertainty 0.57, peak traceability 557.09",1.025,retreat,0.35,0.5674,7,5,0.161003,557.0889,1,belief,B_poi_weighted,972299651,0,0,,5,8,7,5
12,search,7,6,3,3,"following the evidence: peak (7, 6) at 0.103, traceability 5171.45",-4.1003,search,1.7193,0.5687,7,6,0.10254,5171.4474,1,belief,B_poi_weighted,972299651,1,0,6.6952,6,8,4,4
13,search,7,4,4,3,"following the evidence: peak (7, 4) at 0.129, traceability 62.98",-12.9228,search,11.2823,0.5313,7,4,0.128888,62.9813,1,belief,B_poi_weighted,972299651,1,0,4.4694,7,8,4,4
14,search,6,6,4,4,"following the evidence: peak (6, 6) at 0.216, traceability 29004.47",-4.7661,hold_position,5.8661,0.5085,6,6,0.215566,29004.4729,1,belief,B_poi_weighted,972299651,1,0,7.524,8,8,4,4
15,search,6,6,5,4,"following the evidence: peak (6, 6) at 0.314, traceability 59907.95",-13.705,hold_position,14.83,0.479,6,6,0.31418,59907.9537,1,belief,B_poi_weighted,972299651,1,0,7.5658,9,8,4,4
16,hold_position,,,6,4,"too little to go on to commit: uncertainty 0.63, peak traceability 192919.79",1.15,retreat,0.35,0.6308,6,6,0.143835,192919.7919,1,belief,B_poi_weighted,972299651,0,0,,10,8,4,4
17,search,4,8,6,4,"following the evidence: peak (4, 8) at 0.070, traceability 32.98",-11.4173,search,4.9018,0.6672,4,8,0.070014,32.9803,1,belief,B_poi_weighted,972299651,1,1,1.3664,10,9,4,4
18,search,4,8,5,4,"following the evidence: peak (4, 8) at 0.079, traceability 33.41",-15.2517,search,9.6802,0.6395,4,8,0.078814,33.4057,1,belief,B_poi_weighted,972299651,1,0,1.379,10,10,4,4
19,search,3,9,4,4,"following the evidence: peak (3, 9) at 0.072, traceability 21.43",-24.0954,search,14.4603,0.628,3,9,0.071629,21.4337,1,belief,B_poi_weighted,972299651,1,0,0.278,10,11,4,4
20,search,2,8,4,5,"following the evidence: peak (2, 8) at 0.080, traceability 18.90",-23.4806,search,16.3817,0.6316,2,8,0.080037,18.9044,1,belief,B_poi_weighted,972299651,1,0,0.2267,10,12,4,4
21,search,2,8,4,6,"following the evidence: peak (2, 8) at 0.088, traceability 23.04",-25.3539,search,22.9275,0.6315,2,8,0.088345,23.039,1,belief,B_poi_weighted,972299651,1,0,0.2454,10,13,4,4
22,search,2,8,4,7,"following the evidence: peak (2, 8) at 0.115, traceability 36.69",-17.3173,hold_position,18.6173,0.6358,2,8,0.114528,36.6863,1,belief,B_poi_weighted,972299651,1,0,0.2633,10,14,4,4
23,hold_position,,,4,8,"too little to go on to commit: uncertainty 0.67, peak traceability 1612787.38",1.325,retreat,0.35,0.6706,7,6,0.101237,1612787.383,1,belief,B_poi_weighted,972299651,0,0,,10,15,4,4
24,flank,4,7,4,8,"following the evidence: peak (7, 6) at 0.131, traceability 1672626.54",0.637,hold_position,0.713,0.6032,7,6,0.130588,1672626.5435,1,belief,B_poi_weighted,972299651,1,0,2.6788,10,14,4,4
25,flank,4,7,4,7,"acting on weakly supported belief: traceability 150.04, 1% unaccounted for",0.04,hold_position,1.335,0.5921,7,6,0.125926,1070489.6699,1,belief,B_poi_weighted,972299651,1,0,2.6633,10,15,4,4
26,flank,4,7,4,7,"acting on weakly supported belief: traceability 143.32, 1% unaccounted for",0.0419,hold_position,1.3581,0.5919,7,6,0.119732,570028.261,1,belief,B_poi_weighted,972299651,1,0,2.6478,10,16,4,4
27,flank,4,7,4,7,"acting on weakly supported belief: traceability 131.18, 1% unaccounted for",0.0457,hold_position,1.3793,0.5933,7,6,0.114126,289873.8577,1,belief,B_poi_weighted,972299651,1,0,2.6325,9,16,4,4
28,flank,4,7,4,7,"acting on weakly supported belief: traceability 117.97, 1% unaccounted for",0.0509,hold_position,1.3991,0.5947,7,6,0.109227,153114.2581,1,belief,B_poi_weighted,972299651,1,0,2.6173,8,16,4,4
29,flank,4,7,4,7,"acting on weakly supported belief: traceability 110.41, 1% unaccounted for",0.0543,hold_position,1.4207,0.5961,7,5,0.107687,17415.6111,1,belief,B_poi_weighted,972299651,1,0,2.6023,7,16,4,4
30,flank,4,7,4,7,"acting on weakly supported belief: traceability 106.04, 1% unaccounted for",0.0566,hold_position,1.4434,0.5975,7,5,0.106098,11867.451,1,belief,B_poi_weighted,972299651,1,0,2.5877,6,16,4,4
31,flank,4,7,4,7,"acting on weakly supported belief: traceability 102.65, 1% unaccounted for",0.0585,hold_position,1.4665,0.5988,7,5,0.104488,8460.7904,1,belief,B_poi_weighted,972299651,1,0,2.5733,6,17,4,4
32,flank,4,7,4,7,"acting on weakly supported belief: traceability 98.87, 1% unaccounted for",0.0607,hold_position,1.4893,0.6003,7,5,0.102893,6260.713,1,belief,B_poi_weighted,972299651,1,0,2.5594,6,18,4,4
33,flank,4,7,4,7,"acting on weakly supported belief: traceability 93.37, 1% unaccounted for",0.0643,hold_position,1.5107,0.6017,7,5,0.101331,4778.0998,1,belief,B_poi_weighted,972299651,1,0,2.5458,6,19,4,4
34,flank,4,7,4,7,"acting on weakly supported belief: traceability 85.27, 1% unaccounted for",0.0704,hold_position,1.5296,0.6032,7,5,0.099813,3742.3198,1,belief,B_poi_weighted,972299651,1,0,2.5326,6,20,4,4
35,flank,4,7,4,7,"acting on weakly supported belief: traceability 74.85, 1% unaccounted for",0.0802,hold_position,1.5448,0.6048,7,5,0.098344,2996.1261,1,belief,B_poi_weighted,972299651,1,0,2.5198,6,21,4,4
36,flank,4,7,4,7,"acting on weakly supported belief: traceability 63.51, 2% unaccounted for",0.0945,hold_position,1.5555,0.6064,7,5,0.096925,2444.1749,1,belief,B_poi_weighted,972299651,1,0,2.5075,6,22,4,4
37,flank,4,7,4,7,"acting on weakly supported belief: traceability 52.78, 2% unaccounted for",0.1137,hold_position,1.5613,0.608,7,5,0.095557,2026.4654,1,belief,B_poi_weighted,972299651,1,0,2.4955,6,21,4,4
38,flank,4,7,4,7,"acting on weakly supported belief: traceability 43.60, 2% unaccounted for",0.1376,hold_position,1.5624,0.6097,7,5,0.094238,1703.9864,1,belief,B_poi_weighted,972299651,1,0,2.4841,6,20,4,4
39,flank,4,7,4,7,"acting on weakly supported belief: traceability 36.23, 3% unaccounted for",0.1656,hold_position,1.5594,0.6113,7,5,0.092966,1450.6338,1,belief,B_poi_weighted,972299651,1,0,2.473,6,19,4,4
40,flank,4,7,4,7,"acting on weakly supported belief: traceability 30.50, 3% unaccounted for",0.1967,hold_position,1.5533,0.613,7,5,0.09174,1248.4897,1,belief,B_poi_weighted,972299651,1,0,2.4623,6,18,4,4
41,flank,4,7,4,7,"acting on weakly supported belief: traceability 26.10, 4% unaccounted for",0.2299,search,0.499,0.6146,7,5,0.090556,1084.9731,1,belief,B_poi_weighted,972299651,1,0,2.4521,6,17,4,4
42,search,7,5,4,7,"following the evidence: peak (7, 5) at 0.089, traceability 951.07",-4.8664,search,2.6605,0.6163,7,5,0.089413,951.0688,1,belief,B_poi_weighted,972299651,1,0,4.7622,6,16,4,4
43,search,7,5,4,6,"following the evidence: peak (7, 5) at 0.090, traceability 860.69",-26.3964,search,13.7777,0.6156,7,5,0.090309,860.6926,1,belief,B_poi_weighted,972299651,1,0,4.7204,6,15,4,4
44,search,7,5,4,5,"following the evidence: peak (7, 5) at 0.104, traceability 895.31",-30.0525,search,14.0333,0.6111,7,5,0.104449,895.3113,1,belief,B_poi_weighted,972299651,1,0,4.6799,5,15,4,4
45,search,7,6,4,4,"following the evidence: peak (7, 6) at 0.141, traceability 3614.49",-11.0091,search,12.1834,0.6591,7,6,0.140683,3614.4853,1,belief,B_poi_weighted,972299651,1,0,4.8849,4,15,4,4
46,search,6,6,5,4,"following the evidence: peak (6, 6) at 0.125, traceability 8216.90",-5.0113,hold_position,6.9113,0.7087,6,6,0.124975,8216.8984,1,belief,B_poi_weighted,972299651,1,0,4.8567,4,16,4,4
47,search,11,2,6,4,"following the evidence: peak (11, 2) at 0.041, traceability 6.75",-1.7414,hold_position,3.6664,0.8006,11,2,0.041488,6.7482,1,belief,B_poi_weighted,972299651,1,0,0.2667,4,17,4,4
48,search,11,2,7,4,"following the evidence: peak (11, 2) at 0.047, traceability 7.90",-8.4999,hold_position,10.4499,0.7836,11,2,0.047372,7.9042,1,belief,B_poi_weighted,972299651,1,0,0.2814,3,17,4,4
49,search,11,2,8,4,"following the evidence: peak (11, 2) at 0.045, traceability 7.79",-9.2623,hold_position,11.2373,0.7746,11,2,0.045404,7.7909,1,belief,B_poi_weighted,972299651,1,0,0.2963,2,17,4,4
50,search,11,2,8,3,"following the evidence: peak (11, 2) at 0.040, traceability 7.63",-8.5694,hold_position,10.5694,0.7763,11,2,0.040155,7.6327,1,belief,B_poi_weighted,972299651,1,0,0.3112,1,17,4,4
51,hold_position,,,8,2,"too little to go on to commit: uncertainty 0.78, peak traceability 9.04",2.025,retreat,0.35,0.7776,1,14,0.039849,9.038,1,belief,B_poi_weighted,972299651,0,0,,2,17,4,4
52,search,10,15,8,2,"following the evidence: peak (1, 14) at 0.041, traceability 9.42",1.2049,hold_position,0.8451,0.7682,1,14,0.041058,9.4248,1,belief,B_poi_weighted,972299651,1,0,0.0018,3,17,4,4
53,search,10,15,7,2,"following the evidence: peak (1, 14) at 0.041, traceability 9.49",0.5017,hold_position,1.5733,0.7693,1,14,0.040595,9.489,1,belief,B_poi_weighted,972299651,1,0,0.002,4,17,4,4
54,search,10,15,6,2,"following the evidence: peak (1, 14) at 0.040, traceability 9.50",-0.0741,hold_position,2.1741,0.7729,1,14,0.039919,9.504,1,belief,B_poi_weighted,972299651,1,0,0.0022,4,16,4,4
55,search,10,15,6,3,"following the evidence: peak (1, 14) at 0.039, traceability 9.51",-0.6334,hold_position,2.7584,0.7766,1,14,0.039249,9.5132,1,belief,B_poi_weighted,972299651,1,0,0.0025,4,15,4,4
56,search,10,15,6,4,"following the evidence: peak (1, 14) at 0.039, traceability 9.52",-1.1728,hold_position,3.3228,0.7805,1,14,0.038574,9.5153,1,belief,B_poi_weighted,972299651,1,0,0.0027,5,15,4,4
57,search,10,15,5,4,"following the evidence: peak (1, 14) at 0.038, traceability 9.53",-1.7348,hold_position,3.9098,0.7835,1,14,0.037975,9.5252,1,belief,B_poi_weighted,972299651,1,0,0.003,4,15,4,4
58,search,10,15,4,4,"following the evidence: peak (1, 14) at 0.038, traceability 9.61",-2.4651,hold_position,4.6651,0.7828,1,14,0.037716,9.6118,1,belief,B_poi_weighted,972299651,1,0,0.0034,5,15,4,4
59,search,10,15,4,5,"following the evidence: peak (1, 14) at 0.037, traceability 9.69",-3.1695,hold_position,5.3945,0.7827,1,14,0.037429,9.6877,1,belief,B_poi_weighted,972299651,1,0,0.0037,6,15,4,4
60,search,10,15,4,6,"following the evidence: peak (1, 14) at 0.038, traceability 9.95",-4.3059,hold_position,6.5559,0.7791,1,14,0.037964,9.9544,1,belief,B_poi_weighted,972299651,1,0,0.004,6,16,4,4
61,search,10,15,4,7,"following the evidence: peak (1, 14) at 0.042, traceability 10.96",-6.8692,search,8.204,0.7678,1,14,0.041576,10.9586,1,belief,B_poi_weighted,972299651,1,0,0.0044,7,16,4,4
62,search,10,15,4,8,"following the evidence: peak (1, 14) at 0.052, traceability 13.74",-6.3027,search,5.8752,0.7497,1,14,0.052434,13.7395,1,belief,B_poi_weighted,972299651,1,0,0.0048,8,16,4,4
63,search,10,15,5,8,"following the evidence: peak (1, 14) at 0.057, traceability 15.23",-5.8409,search,5.0777,0.7371,1,14,0.057028,15.2328,1,belief,B_poi_weighted,972299651,1,1,0.0052,9,16,4,4
64,search,10,15,6,8,"following the evidence: peak (1, 14) at 0.061, traceability 16.60",-4.3211,search,3.308,0.7341,1,14,0.061036,16.5975,1,belief,B_poi_weighted,972299651,1,1,0.0056,10,16,4,4
65,search,2,14,7,8,"following the evidence: peak (2, 14) at 0.069, traceability 18.98",-2.7412,search,2.0153,0.7318,2,14,0.06939,18.9759,1,belief,B_poi_weighted,972299651,1,0,0.0726,10,15,4,4
66,search,2,14,6,8,"following the evidence: peak (2, 14) at 0.069, traceability 19.23",-7.2345,hold_position,9.6345,0.7343,2,14,0.068632,19.2304,1,belief,B_poi_weighted,972299651,1,0,0.0761,10,14,4,4
67,search,2,14,5,8,"following the evidence: peak (2, 14) at 0.068, traceability 19.47",-7.7211,hold_position,10.1461,0.7382,2,14,0.067854,19.469,1,belief,B_poi_weighted,972299651,1,0,0.0796,9,14,4,4
68,search,2,14,4,8,"following the evidence: peak (2, 14) at 0.068, traceability 20.06",-8.3255,hold_position,10.7755,0.7427,2,14,0.068382,20.0553,1,belief,B_poi_weighted,972299651,1,0,0.0831,8,14,4,4
69,search,2,14,3,8,"following the evidence: peak (2, 14) at 0.069, traceability 22.63",-5.5268,hold_position,8.0018,0.7533,2,14,0.068593,22.627,1,belief,B_poi_weighted,972299651,1,0,0.0867,8,13,4,4
70,search,10,14,2,8,"following the evidence: peak (10, 14) at 0.048, traceability 5.86",1.8686,hold_position,0.6314,0.784,10,14,0.047647,5.8645,1,belief,B_poi_weighted,972299651,1,1,0.0151,8,12,4,4
71,search,10,14,3,8,"following the evidence: peak (10, 14) at 0.046, traceability 5.78",-2.5643,hold_position,5.0893,0.7881,10,14,0.045841,5.7848,1,belief,B_poi_weighted,972299651,1,1,0.0159,8,11,4,4
72,hold_position,,,4,8,"too little to go on to commit: uncertainty 0.73, peak traceability 601.82",1.0,retreat,0.35,0.7346,8,11,0.17615,601.8227,1,belief,B_poi_weighted,972299651,0,1,,8,10,4,4
73,flank,4,7,4,8,"following the evidence: peak (8, 11) at 0.351, traceability 1187.73",0.6002,hold_position,0.3998,0.4877,8,11,0.351462,1187.7263,1,belief,B_poi_weighted,972299651,1,1,6.1362,7,10,3,3
74,flank,4,7,4,7,"acting on weakly supported belief: traceability 172841.46, 0% unaccounted for",0.0,hold_position,1.0,0.2614,8,10,0.639089,10966.7226,1,belief,B_poi_weighted,972299651,1,1,6.5797,6,10,3,3
75,flank,4,7,4,7,"acting on weakly supported belief: traceability 1227615.63, 0% unaccounted for",0.0,hold_position,1.0,0.2945,8,10,0.536133,5829.3295,1,belief,B_poi_weighted,972299651,1,1,6.7745,5,10,3,3
76,flank,4,7,4,7,"acting on weakly supported belief: traceability 2937616.19, 0% unaccounted for",0.0,hold_position,1.0,0.3542,8,10,0.412311,3528.8338,1,belief,B_poi_weighted,972299651,1,1,6.9331,4,10,3,3
77,flank,4,7,4,7,"acting on weakly supported belief: traceability 3235959.41, 0% unaccounted for",0.0,hold_position,1.025,0.4859,8,10,0.248518,1816.8484,1,belief,B_poi_weighted,972299651,1,1,6.7693,5,10,3,3
78,flank,4,7,4,7,"acting on weakly supported belief: traceability 3587621.85, 0% unaccounted for",0.0,hold_position,1.0,0.4319,8,10,0.306356,1994.5399,1,belief,B_poi_weighted,972299651,1,1,7.0409,6,10,3,3
79,flank,4,7,4,7,"acting on weakly supported belief: traceability 4677887.00, 0% unaccounted for",0.0,hold_position,1.0,0.4564,8,10,0.234062,1391.6877,1,belief,B_poi_weighted,972299651,1,1,7.1074,7,10,3,3
0,hold_position,,,12,20,"too little to go on to commit: uncertainty 0.54, peak traceability 19.00",-38.6539,search,2.6244,0.5435,9,21,0.094549,19.0044,2,belief,B_poi_weighted,1053741944,0,1,,9,20,9,21
1,hold_position,,,12,20,"too little to go on to commit: uncertainty 0.60, peak traceability 104.00",1.025,flank,0.0149,0.6027,9,21,0.092424,104.0021,2,belief,B_poi_weighted,1053741944,0,0,,9,19,9,21
2,flank,12,19,12,20,"following the evidence: peak (9, 21) at 0.064, traceability 408.84",0.6836,hold_position,0.3664,0.7542,9,21,0.064292,408.8433,2,belief,B_poi_weighted,1053741944,1,0,2.7233,9,18,9,21
3,search,9,20,12,19,"following the evidence: peak (9, 20) at 0.168, traceability 180.40",-4.4544,call_reinforcements,3.0982,0.5176,9,20,0.167783,180.4033,2,belief,B_poi_weighted,1053741944,1,1,24.9756,9,19,9,20
4,search,9,19,12,20,"following the evidence: peak (9, 19) at 0.258, traceability 112.33",-24.9649,call_reinforcements,16.4365,0.4177,9,19,0.25794,112.331,2,belief,B_poi_weighted,1053741944,1,1,27.72,9,18,9,20
5,search,9,18,11,20,"following the evidence: peak (9, 18) at 0.285, traceability 50.61",-26.2439,call_reinforcements,15.7173,0.4301,9,18,0.284546,50.6094,2,belief,B_poi_weighted,1053741944,1,1,8.1732,10,18,9,20
6,search,9,18,10,20,"following the evidence: peak (9, 18) at 0.279, traceability 58.23",-33.2409,search,14.5807,0.3775,9,18,0.27911,58.2339,2,belief,B_poi_weighted,1053741944,1,1,25.641,10,17,9,19
7,call_reinforcements,9,18,9,20,"following the evidence: peak (9, 18) at 0.228, traceability 333.16",-6.1713,hold_position,7.1713,0.4179,9,18,0.227591,333.1554,2,belief,B_poi_weighted,1053741944,1,1,22.9533,10,16,9,19
